episode,player,total_reward,steps_played,won
420_B,B,-5.0,15.0,W
421_W,W,993.0,21.0,W
421_B,B,-18.0,30.0,W
422_W,W,-3.0,11.0,B
422_B,B,998.0,10.0,B
423_W,W,-1034.0,44.0,B
423_B,B,-2.0,10.0,B
424_W,W,1.0,9.0,B
424_B,B,993.0,17.0,B
425_W,W,1001.0,11.0,W
425_B,B,-3.0,13.0,W
426_W,W,-1.0,13.0,B
426_B,B,982.0,30.0,B
427_W,W,-1.0,7.0,B
427_B,B,999.0,7.0,B
428_W,W,1.0,11.0,B
428_B,B,989.0,23.0,B
429_W,W,992.0,14.0,W
429_B,B,1.0,3.0,W
430_W,W,0.0,12.0,B
430_B,B,999.0,13.0,B
431_W,W,998.0,10.0,W
431_B,B,-4.0,10.0,W
432_W,W,994.0,16.0,W
432_B,B,0.0,8.0,W
433_W,W,-2.0,10.0,B
433_B,B,999.0,9.0,B
434_W,W,1006.0,6.0,W
434_B,B,-7.0,17.0,W
435_W,W,0.0,10.0,B
435_B,B,998.0,12.0,B
436_W,W,1001.0,11.0,W
436_B,B,-11.0,21.0,W
437_W,W,5.0,7.0,B
437_B,B,992.0,20.0,B
438_W,W,-3.0,11.0,B
438_B,B,996.0,12.0,B
439_W,W,-12.0,24.0,B
439_B,B,992.0,20.0,B
440_W,W,-1.0,9.0,B
440_B,B,998.0,10.0,B
441_W,W,-11.0,21.0,B
441_B,B,999.0,11.0,B
442_W,W,-1.0,11.0,B
442_B,B,1002.0,8.0,B
443_W,W,-3.0,9.0,B
443_B,B,997.0,9.0,B
444_W,W,1000.0,10.0,W
444_B,B,-7.0,15.0,W
445_W,W,-3.0,15.0,B
445_B,B,989.0,23.0,B
446_W,W,-2.0,10.0,B
446_B,B,998.0,10.0,B
447_W,W,997.0,15.0,W
447_B,B,4.0,6.0,W
448_W,W,1002.0,8.0,W
448_B,B,3.0,5.0,W
449_W,W,1003.0,9.0,W
449_B,B,2.0,8.0,W
450_W,W,-10.0,20.0,B
450_B,B,990.0,20.0,B
451_W,W,-3.0,17.0,B
451_B,B,967.0,47.0,B
452_W,W,-2.0,8.0,B
452_B,B,1001.0,5.0,B
453_W,W,-2.0,10.0,B
453_B,B,985.0,23.0,B
454_W,W,1003.0,9.0,W
454_B,B,0.0,10.0,W
455_W,W,1001.0,9.0,W
455_B,B,-6.0,14.0,W
456_W,W,1005.0,5.0,W
456_B,B,3.0,5.0,W
457_W,W,987.0,25.0,W
457_B,B,1.0,9.0,W
458_W,W,2.0,6.0,B
458_B,B,990.0,18.0,B
459_W,W,993.0,17.0,W
459_B,B,-10.0,18.0,W
460_W,W,1000.0,8.0,W
460_B,B,-6.0,12.0,W
461_W,W,999.0,9.0,W
461_B,B,-8.0,14.0,W
462_W,W,991.0,21.0,W
462_B,B,2.0,8.0,W
463_W,W,1001.0,7.0,W
463_B,B,-5.0,11.0,W
464_W,W,-4.0,14.0,B
464_B,B,1000.0,10.0,B
465_W,W,-1.0,11.0,B
465_B,B,998.0,12.0,B
466_W,W,999.0,11.0,W
466_B,B,1.0,7.0,W
467_W,W,-3.0,13.0,B
467_B,B,990.0,20.0,B
468_W,W,998.0,14.0,W
468_B,B,-8.0,18.0,W
469_W,W,-1006.0,16.0,B
469_B,B,-14.0,22.0,B
470_W,W,-9.0,15.0,B
470_B,B,1002.0,4.0,B
471_W,W,2.0,6.0,B
471_B,B,991.0,17.0,B
472_W,W,-1.0,11.0,B
472_B,B,985.0,25.0,B
473_W,W,1001.0,5.0,W
473_B,B,-1.0,5.0,W
474_W,W,2.0,10.0,B
474_B,B,1002.0,10.0,B
475_W,W,1004.0,6.0,W
475_B,B,-2.0,10.0,W
476_W,W,1000.0,12.0,W
476_B,B,-6.0,16.0,W
477_W,W,999.0,11.0,W
477_B,B,-2.0,10.0,W
478_W,W,999.0,15.0,W
478_B,B,2.0,10.0,W
479_W,W,1003.0,3.0,W
479_B,B,1.0,3.0,W
480_W,W,992.0,20.0,W
480_B,B,-1.0,11.0,W
481_W,W,-2.0,12.0,B
481_B,B,996.0,14.0,B
482_W,W,-2.0,10.0,B
482_B,B,997.0,11.0,B
483_W,W,999.0,11.0,W
483_B,B,3.0,5.0,W
484_W,W,998.0,10.0,W
484_B,B,3.0,3.0,W
485_W,W,-4.0,16.0,B
485_B,B,966.0,46.0,B
486_W,W,995.0,11.0,W
486_B,B,-1.0,5.0,W
487_W,W,3.0,5.0,B
487_B,B,1000.0,8.0,B
488_W,W,3.0,9.0,B
488_B,B,990.0,22.0,B
489_W,W,1003.0,9.0,W
489_B,B,-22.0,32.0,W
490_W,W,-1.0,11.0,B
490_B,B,994.0,16.0,B
491_W,W,-3.0,9.0,B
491_B,B,998.0,8.0,B
492_W,W,4.0,8.0,B
492_B,B,983.0,29.0,B
493_W,W,996.0,18.0,W
493_B,B,1.0,11.0,W
494_W,W,1002.0,4.0,W
494_B,B,-9.0,13.0,W
495_W,W,1.0,5.0,B
495_B,B,1001.0,5.0,B
496_W,W,2.0,8.0,B
496_B,B,1000.0,10.0,B
497_W,W,994.0,20.0,W
497_B,B,-5.0,17.0,W
498_W,W,1.0,9.0,B
498_B,B,1000.0,10.0,B
499_W,W,3.0,5.0,B
499_B,B,987.0,21.0,B
500_W,W,1000.0,6.0,W
500_B,B,2.0,2.0,W
501_W,W,-2.0,12.0,B
501_B,B,1001.0,9.0,B
502_W,W,994.0,18.0,W
502_B,B,-11.0,21.0,W
503_W,W,-8.0,18.0,B
503_B,B,994.0,16.0,B
504_W,W,993.0,21.0,W
504_B,B,-2.0,14.0,W
505_W,W,981.0,31.0,W
505_B,B,-6.0,16.0,W
506_W,W,997.0,13.0,W
506_B,B,3.0,5.0,W
507_W,W,0.0,14.0,B
507_B,B,983.0,31.0,B
508_W,W,991.0,17.0,W
508_B,B,-3.0,9.0,W
509_W,W,999.0,11.0,W
509_B,B,4.0,4.0,W
510_W,W,987.0,27.0,W
510_B,B,-5.0,17.0,W
511_W,W,3.0,7.0,B
511_B,B,1000.0,10.0,B
512_W,W,1002.0,6.0,W
512_B,B,0.0,6.0,W
513_W,W,-22.0,36.0,B
513_B,B,991.0,23.0,B
514_W,W,-4.0,16.0,B
514_B,B,990.0,22.0,B
515_W,W,2.0,10.0,B
515_B,B,995.0,17.0,B
516_W,W,997.0,15.0,W
516_B,B,-4.0,14.0,W
517_W,W,1004.0,6.0,W
517_B,B,2.0,6.0,W
518_W,W,995.0,13.0,W
518_B,B,0.0,6.0,W
519_W,W,991.0,23.0,W
519_B,B,-1.0,13.0,W
520_W,W,3.0,7.0,B
520_B,B,995.0,15.0,B
521_W,W,994.0,20.0,W
521_B,B,-12.0,24.0,W
522_W,W,-4.0,14.0,B
522_B,B,992.0,18.0,B
523_W,W,997.0,13.0,W
523_B,B,2.0,6.0,W
524_W,W,998.0,14.0,W
524_B,B,-6.0,16.0,W
525_W,W,-17.0,29.0,B
525_B,B,984.0,28.0,B
526_W,W,1002.0,6.0,W
526_B,B,-1.0,7.0,W
527_W,W,-12.0,24.0,B
527_B,B,1000.0,12.0,B
528_W,W,-2.0,14.0,B
528_B,B,985.0,27.0,B
529_W,W,997.0,15.0,W
529_B,B,1.0,9.0,W
530_W,W,-10.0,22.0,B
530_B,B,996.0,16.0,B
531_W,W,1000.0,6.0,W
531_B,B,-1.0,5.0,W
532_W,W,-1.0,11.0,B
532_B,B,1003.0,7.0,B
533_W,W,996.0,16.0,W
533_B,B,-5.0,15.0,W
534_W,W,1003.0,7.0,W
534_B,B,-4.0,12.0,W
535_W,W,3.0,7.0,W
535_B,B,-1001.0,11.0,W
536_W,W,5.0,5.0,B
536_B,B,995.0,15.0,B
537_W,W,1000.0,12.0,W
537_B,B,1.0,9.0,W
538_W,W,978.0,34.0,W
538_B,B,0.0,10.0,W
539_W,W,1000.0,10.0,W
539_B,B,-2.0,10.0,W
540_W,W,-3.0,11.0,B
540_B,B,998.0,10.0,B
541_W,W,-9.0,19.0,B
541_B,B,987.0,23.0,B
542_W,W,996.0,14.0,W
542_B,B,0.0,8.0,W
543_W,W,-4.0,16.0,B
543_B,B,966.0,46.0,B
544_W,W,1002.0,12.0,W
544_B,B,-2.0,14.0,W
545_W,W,-2.0,12.0,B
545_B,B,997.0,13.0,B
546_W,W,996.0,20.0,W
546_B,B,-6.0,20.0,W
547_W,W,1002.0,10.0,W
547_B,B,0.0,10.0,W
548_W,W,1.0,9.0,B
548_B,B,997.0,13.0,B
549_W,W,983.0,29.0,W
549_B,B,-4.0,14.0,W
550_W,W,1002.0,8.0,W
550_B,B,-3.0,11.0,W
551_W,W,999.0,9.0,W
551_B,B,-2.0,8.0,W
552_W,W,1002.0,6.0,W
552_B,B,-3.0,9.0,W
553_W,W,0.0,12.0,B
553_B,B,996.0,16.0,B
554_W,W,1.0,9.0,B
554_B,B,996.0,14.0,B
555_W,W,-1015.0,25.0,B
555_B,B,-4.0,12.0,B
556_W,W,2.0,8.0,B
556_B,B,991.0,19.0,B
557_W,W,990.0,22.0,W
557_B,B,-7.0,17.0,W
558_W,W,3.0,5.0,B
558_B,B,999.0,9.0,B
559_W,W,4.0,4.0,B
559_B,B,994.0,14.0,B
560_W,W,997.0,15.0,W
560_B,B,-4.0,14.0,W
561_W,W,0.0,10.0,B
561_B,B,996.0,14.0,B
562_W,W,1005.0,9.0,W
562_B,B,0.0,12.0,W
563_W,W,-1000.0,10.0,B
563_B,B,-11.0,19.0,B
564_W,W,-1001.0,11.0,B
564_B,B,-24.0,32.0,B
565_W,W,1005.0,9.0,W
565_B,B,0.0,12.0,W
566_W,W,997.0,11.0,W
566_B,B,0.0,6.0,W
567_W,W,1000.0,10.0,W
567_B,B,-5.0,13.0,W
568_W,W,1.0,11.0,B
568_B,B,995.0,17.0,B
569_W,W,1002.0,8.0,W
569_B,B,1.0,7.0,W
570_W,W,1001.0,11.0,W
570_B,B,-22.0,32.0,W
571_W,W,1.0,7.0,B
571_B,B,1001.0,7.0,B
572_W,W,999.0,11.0,W
572_B,B,-1.0,9.0,W
573_W,W,-8.0,20.0,B
573_B,B,984.0,28.0,B
574_W,W,-6.0,14.0,B
574_B,B,993.0,15.0,B
575_W,W,1004.0,8.0,W
575_B,B,0.0,10.0,W
576_W,W,1000.0,10.0,W
576_B,B,-20.0,28.0,W
577_W,W,1002.0,8.0,W
577_B,B,-7.0,15.0,W
578_W,W,-2.0,12.0,B
578_B,B,1001.0,9.0,B
579_W,W,1002.0,4.0,W
579_B,B,-3.0,7.0,W
580_W,W,1001.0,7.0,W
580_B,B,-6.0,12.0,W
581_W,W,-1.0,11.0,B
581_B,B,981.0,29.0,B
582_W,W,1001.0,11.0,W
582_B,B,-1.0,11.0,W
583_W,W,1002.0,4.0,W
583_B,B,-10.0,14.0,W
584_W,W,1002.0,6.0,W
584_B,B,-3.0,9.0,W
585_W,W,5.0,5.0,B
585_B,B,992.0,18.0,B
586_W,W,999.0,9.0,W
586_B,B,0.0,6.0,W
587_W,W,999.0,11.0,W
587_B,B,-22.0,30.0,W
588_W,W,2.0,10.0,B
588_B,B,989.0,23.0,B
589_W,W,4.0,4.0,B
589_B,B,996.0,12.0,B
590_W,W,996.0,12.0,W
590_B,B,-6.0,12.0,W
591_W,W,-12.0,24.0,B
591_B,B,988.0,24.0,B
592_W,W,-2.0,8.0,B
592_B,B,993.0,13.0,B
593_W,W,1002.0,6.0,W
593_B,B,1.0,5.0,W
594_W,W,997.0,11.0,W
594_B,B,0.0,6.0,W
595_W,W,-2.0,14.0,B
595_B,B,986.0,26.0,B
596_W,W,997.0,17.0,W
596_B,B,-4.0,16.0,W
597_W,W,1000.0,12.0,W
597_B,B,5.0,5.0,W
598_W,W,995.0,17.0,W
598_B,B,-4.0,14.0,W
599_W,W,-29.0,39.0,B
599_B,B,986.0,24.0,B
600_W,W,-1.0,11.0,B
600_B,B,983.0,27.0,B
601_W,W,999.0,13.0,W
601_B,B,1.0,9.0,W
602_W,W,-1.0,7.0,B
602_B,B,999.0,7.0,B
603_W,W,4.0,8.0,B
603_B,B,1004.0,8.0,B
604_W,W,999.0,11.0,W
604_B,B,-16.0,24.0,W
605_W,W,3.0,3.0,B
605_B,B,997.0,9.0,B
606_W,W,1002.0,10.0,W
606_B,B,4.0,6.0,W
607_W,W,1000.0,12.0,W
607_B,B,2.0,8.0,W
608_W,W,1005.0,9.0,W
608_B,B,2.0,10.0,W
609_W,W,1.0,7.0,B
609_B,B,992.0,16.0,B
610_W,W,1000.0,12.0,W
610_B,B,0.0,10.0,W
611_W,W,997.0,13.0,W
611_B,B,-10.0,18.0,W
612_W,W,1001.0,7.0,W
612_B,B,3.0,3.0,W
613_W,W,987.0,27.0,W
613_B,B,-8.0,20.0,W
614_W,W,0.0,12.0,B
614_B,B,977.0,35.0,B
615_W,W,1004.0,4.0,W
615_B,B,1.0,5.0,W
616_W,W,5.0,5.0,B
616_B,B,994.0,16.0,B
617_W,W,-7.0,17.0,B
617_B,B,1003.0,7.0,B
618_W,W,988.0,24.0,W
618_B,B,-4.0,14.0,W
619_W,W,0.0,12.0,B
619_B,B,993.0,19.0,B
620_W,W,1003.0,5.0,W
620_B,B,-1.0,7.0,W
621_W,W,1001.0,11.0,W
621_B,B,-5.0,15.0,W
622_W,W,997.0,17.0,W
622_B,B,-15.0,27.0,W
623_W,W,1.0,7.0,B
623_B,B,995.0,13.0,B
624_W,W,4.0,4.0,B
624_B,B,995.0,13.0,B
625_W,W,-1019.0,29.0,B
625_B,B,-2.0,10.0,B
626_W,W,1003.0,3.0,W
626_B,B,-2.0,6.0,W
627_W,W,4.0,6.0,B
627_B,B,974.0,36.0,B
628_W,W,-2.0,10.0,B
628_B,B,1001.0,7.0,B
629_W,W,988.0,26.0,W
629_B,B,1.0,11.0,W
630_W,W,996.0,12.0,W
630_B,B,-6.0,12.0,W
631_W,W,1004.0,4.0,W
631_B,B,-5.0,11.0,W
632_W,W,-9.0,21.0,B
632_B,B,994.0,18.0,B
633_W,W,997.0,15.0,W
633_B,B,-7.0,17.0,W
634_W,W,1002.0,10.0,W
634_B,B,-1.0,11.0,W
635_W,W,-18.0,30.0,B
635_B,B,986.0,26.0,B
636_W,W,1.0,7.0,B
636_B,B,999.0,9.0,B
637_W,W,1001.0,7.0,W
637_B,B,2.0,4.0,W
638_W,W,1003.0,9.0,W
638_B,B,-3.0,13.0,W
639_W,W,1000.0,12.0,W
639_B,B,-5.0,15.0,W
640_W,W,1002.0,6.0,W
640_B,B,1.0,5.0,W
641_W,W,1001.0,7.0,W
641_B,B,0.0,6.0,W
642_W,W,1001.0,7.0,W
642_B,B,0.0,6.0,W
643_W,W,0.0,12.0,B
643_B,B,984.0,28.0,B
644_W,W,-3.0,19.0,B
644_B,B,999.0,17.0,B
645_W,W,2.0,6.0,B
645_B,B,988.0,20.0,B
646_W,W,1003.0,5.0,W
646_B,B,-6.0,12.0,W
647_W,W,1003.0,5.0,W
647_B,B,1.0,5.0,W
648_W,W,5.0,5.0,B
648_B,B,995.0,15.0,B
649_W,W,2.0,10.0,B
649_B,B,993.0,19.0,B
650_W,W,991.0,23.0,W
650_B,B,3.0,9.0,W
651_W,W,1000.0,8.0,W
651_B,B,-1.0,7.0,W
652_W,W,4.0,6.0,W
652_B,B,-1013.0,23.0,W
653_W,W,-2.0,10.0,B
653_B,B,975.0,33.0,B
654_W,W,1002.0,10.0,W
654_B,B,-1.0,11.0,W
655_W,W,3.0,9.0,B
655_B,B,999.0,13.0,B
656_W,W,1002.0,10.0,W
656_B,B,4.0,6.0,W
657_W,W,0.0,8.0,B
657_B,B,992.0,16.0,B
658_W,W,3.0,7.0,B
658_B,B,986.0,24.0,B
659_W,W,-4.0,16.0,B
659_B,B,979.0,33.0,B
660_W,W,-3.0,13.0,B
660_B,B,990.0,20.0,B
661_W,W,2.0,8.0,B
661_B,B,993.0,17.0,B
662_W,W,1001.0,11.0,W
662_B,B,-4.0,14.0,W
663_W,W,997.0,9.0,W
663_B,B,2.0,2.0,W
664_W,W,996.0,16.0,W
664_B,B,-5.0,15.0,W
665_W,W,1.0,11.0,B
665_B,B,999.0,13.0,B
666_W,W,994.0,18.0,W
666_B,B,1.0,9.0,W
667_W,W,996.0,10.0,W
667_B,B,0.0,4.0,W
668_W,W,997.0,13.0,W
668_B,B,1.0,7.0,W
669_W,W,999.0,9.0,W
669_B,B,-1.0,7.0,W
670_W,W,-3.0,13.0,B
670_B,B,997.0,13.0,B
671_W,W,1005.0,7.0,W
671_B,B,-5.0,15.0,W
672_W,W,1004.0,8.0,W
672_B,B,0.0,10.0,W
673_W,W,996.0,16.0,W
673_B,B,-8.0,18.0,W
674_W,W,1002.0,8.0,W
674_B,B,-1.0,9.0,W
675_W,W,1002.0,8.0,W
675_B,B,-3.0,11.0,W
676_W,W,996.0,16.0,W
676_B,B,-11.0,21.0,W
677_W,W,-21.0,29.0,B
677_B,B,998.0,10.0,B
678_W,W,-4.0,14.0,B
678_B,B,996.0,14.0,B
679_W,W,-1.0,11.0,B
679_B,B,993.0,17.0,B
680_W,W,-11.0,23.0,B
680_B,B,991.0,21.0,B
681_W,W,1001.0,9.0,W
681_B,B,-4.0,12.0,W
682_W,W,1003.0,7.0,W
682_B,B,2.0,6.0,W
683_W,W,986.0,28.0,W
683_B,B,-12.0,24.0,W
684_W,W,0.0,12.0,B
684_B,B,988.0,24.0,B
685_W,W,4.0,10.0,B
685_B,B,992.0,22.0,B
686_W,W,-11.0,23.0,B
686_B,B,992.0,20.0,B
687_W,W,-18.0,30.0,B
687_B,B,991.0,21.0,B
688_W,W,1000.0,12.0,W
688_B,B,4.0,6.0,W
689_W,W,1004.0,6.0,W
689_B,B,-1.0,9.0,W
690_W,W,-17.0,27.0,B
690_B,B,987.0,23.0,B
691_W,W,-3.0,15.0,B
691_B,B,998.0,14.0,B
692_W,W,1.0,11.0,B
692_B,B,989.0,23.0,B
693_W,W,1004.0,8.0,W
693_B,B,1.0,9.0,W
694_W,W,1003.0,9.0,W
694_B,B,-8.0,18.0,W
695_W,W,994.0,20.0,W
695_B,B,-8.0,20.0,W
696_W,W,0.0,8.0,B
696_B,B,994.0,14.0,B
697_W,W,1001.0,9.0,W
697_B,B,-4.0,12.0,W
698_W,W,-3.0,13.0,B
698_B,B,1000.0,10.0,B
699_W,W,3.0,5.0,B
699_B,B,993.0,15.0,B
700_W,W,1001.0,7.0,W
700_B,B,-6.0,12.0,W
701_W,W,998.0,16.0,W
701_B,B,-20.0,32.0,W
702_W,W,-2.0,10.0,B
702_B,B,996.0,12.0,B
703_W,W,3.0,9.0,B
703_B,B,993.0,19.0,B
704_W,W,1002.0,10.0,W
704_B,B,-2.0,12.0,W
705_W,W,989.0,23.0,W
705_B,B,-15.0,25.0,W
706_W,W,4.0,4.0,B
706_B,B,1002.0,6.0,B
707_W,W,5.0,5.0,B
707_B,B,988.0,22.0,B
708_W,W,4.0,6.0,B
708_B,B,994.0,16.0,B
709_W,W,1001.0,7.0,W
709_B,B,1.0,5.0,W
710_W,W,2.0,4.0,B
710_B,B,1001.0,5.0,B
711_W,W,-1.0,13.0,B
711_B,B,1000.0,12.0,B
712_W,W,0.0,8.0,B
712_B,B,982.0,26.0,B
713_W,W,2.0,4.0,B
713_B,B,998.0,8.0,B
714_W,W,996.0,18.0,W
714_B,B,-5.0,17.0,W
715_W,W,1005.0,5.0,W
715_B,B,1.0,7.0,W
716_W,W,-11.0,25.0,B
716_B,B,999.0,15.0,B
717_W,W,996.0,12.0,W
717_B,B,2.0,4.0,W
718_W,W,5.0,7.0,B
718_B,B,993.0,19.0,B
719_W,W,999.0,11.0,W
719_B,B,-3.0,11.0,W
720_W,W,-1.0,11.0,B
720_B,B,1005.0,5.0,B
721_W,W,-9.0,23.0,B
721_B,B,993.0,21.0,B
722_W,W,1001.0,7.0,W
722_B,B,1.0,5.0,W
723_W,W,987.0,27.0,W
723_B,B,-1.0,13.0,W
724_W,W,3.0,5.0,B
724_B,B,1002.0,6.0,B
725_W,W,1002.0,12.0,W
725_B,B,-21.0,33.0,W
726_W,W,998.0,12.0,W
726_B,B,0.0,8.0,W
727_W,W,-1.0,9.0,B
727_B,B,997.0,11.0,B
728_W,W,5.0,5.0,B
728_B,B,994.0,16.0,B
729_W,W,1000.0,8.0,W
729_B,B,-5.0,11.0,W
730_W,W,993.0,17.0,W
730_B,B,3.0,5.0,W
731_W,W,996.0,16.0,W
731_B,B,-8.0,18.0,W
732_W,W,0.0,6.0,B
732_B,B,994.0,12.0,B
733_W,W,988.0,22.0,W
733_B,B,0.0,8.0,W
734_W,W,3.0,5.0,B
734_B,B,1000.0,8.0,B
735_W,W,1001.0,5.0,W
735_B,B,2.0,2.0,W
736_W,W,993.0,19.0,W
736_B,B,-1.0,11.0,W
737_W,W,2.0,6.0,B
737_B,B,1003.0,5.0,B
738_W,W,-17.0,29.0,B
738_B,B,972.0,40.0,B
739_W,W,-994.0,6.0,B
739_B,B,-8.0,18.0,B
740_W,W,4.0,6.0,B
740_B,B,1004.0,6.0,B
741_W,W,1003.0,9.0,W
741_B,B,-8.0,18.0,W
742_W,W,1002.0,10.0,W
742_B,B,-6.0,16.0,W
743_W,W,-1.0,9.0,B
743_B,B,1000.0,8.0,B
744_W,W,2.0,4.0,B
744_B,B,1000.0,6.0,B
745_W,W,996.0,16.0,W
745_B,B,-3.0,13.0,W
746_W,W,1003.0,9.0,W
746_B,B,-6.0,16.0,W
747_W,W,1001.0,7.0,W
747_B,B,0.0,6.0,W
748_W,W,1002.0,8.0,W
748_B,B,3.0,5.0,W
749_W,W,996.0,12.0,W
749_B,B,-1.0,7.0,W
750_W,W,0.0,14.0,B
750_B,B,1001.0,13.0,B
751_W,W,1003.0,5.0,W
751_B,B,2.0,4.0,W
752_W,W,1.0,7.0,B
752_B,B,1000.0,8.0,B
753_W,W,996.0,14.0,W
753_B,B,-3.0,11.0,W
754_W,W,-3.0,13.0,B
754_B,B,995.0,15.0,B
755_W,W,990.0,22.0,W
755_B,B,-21.0,31.0,W
756_W,W,982.0,30.0,W
756_B,B,-9.0,19.0,W
757_W,W,1001.0,9.0,W
757_B,B,1.0,7.0,W
758_W,W,999.0,13.0,W
758_B,B,-4.0,14.0,W
759_W,W,-2.0,12.0,W
759_B,B,-1021.0,31.0,W
760_W,W,-6.0,18.0,B
760_B,B,1002.0,10.0,B
761_W,W,986.0,28.0,W
761_B,B,-11.0,23.0,W
762_W,W,4.0,4.0,B
762_B,B,993.0,15.0,B
763_W,W,0.0,10.0,B
763_B,B,981.0,29.0,B
764_W,W,1000.0,8.0,W
764_B,B,-2.0,8.0,W
765_W,W,1005.0,9.0,W
765_B,B,0.0,12.0,W
766_W,W,-5.0,15.0,W
766_B,B,-1006.0,16.0,W
767_W,W,-11.0,21.0,B
767_B,B,1000.0,10.0,B
768_W,W,1001.0,9.0,W
768_B,B,-7.0,15.0,W
769_W,W,0.0,10.0,B
769_B,B,982.0,28.0,B
770_W,W,5.0,5.0,B
770_B,B,999.0,11.0,B
771_W,W,1.0,9.0,B
771_B,B,992.0,18.0,B
772_W,W,984.0,28.0,W
772_B,B,2.0,8.0,W
773_W,W,0.0,8.0,B
773_B,B,1000.0,8.0,B
774_W,W,1004.0,8.0,W
774_B,B,0.0,10.0,W
775_W,W,999.0,9.0,W
775_B,B,-3.0,9.0,W
776_W,W,1004.0,8.0,W
776_B,B,1.0,9.0,W
777_W,W,5.0,5.0,B
777_B,B,992.0,18.0,B
778_W,W,-2.0,10.0,B
778_B,B,1001.0,7.0,B
779_W,W,984.0,28.0,W
779_B,B,3.0,7.0,W
780_W,W,3.0,9.0,B
780_B,B,998.0,14.0,B
781_W,W,-3.0,11.0,B
781_B,B,1000.0,8.0,B
782_W,W,3.0,7.0,B
782_B,B,998.0,12.0,B
783_W,W,-2.0,12.0,B
783_B,B,979.0,31.0,B
784_W,W,979.0,33.0,W
784_B,B,0.0,10.0,W
785_W,W,0.0,14.0,B
785_B,B,991.0,23.0,B
786_W,W,-2.0,12.0,W
786_B,B,-1019.0,29.0,W
787_W,W,996.0,12.0,W
787_B,B,0.0,6.0,W
788_W,W,1001.0,5.0,W
788_B,B,2.0,2.0,W
789_W,W,-15.0,23.0,B
789_B,B,989.0,19.0,B
790_W,W,1004.0,6.0,W
790_B,B,-1.0,9.0,W
791_W,W,-1.0,15.0,B
791_B,B,998.0,16.0,B
792_W,W,1001.0,9.0,W
792_B,B,-2.0,10.0,W
793_W,W,997.0,15.0,W
793_B,B,1.0,9.0,W
794_W,W,-1.0,11.0,B
794_B,B,995.0,15.0,B
795_W,W,991.0,17.0,W
795_B,B,-1.0,7.0,W
796_W,W,1002.0,6.0,W
796_B,B,-1.0,7.0,W
797_W,W,999.0,9.0,W
797_B,B,-2.0,8.0,W
798_W,W,3.0,9.0,B
798_B,B,991.0,21.0,B
799_W,W,1.0,7.0,B
799_B,B,985.0,23.0,B
800_W,W,1.0,9.0,B
800_B,B,990.0,20.0,B
801_W,W,994.0,14.0,W
801_B,B,0.0,6.0,W
802_W,W,3.0,7.0,B
802_B,B,994.0,16.0,B
803_W,W,1.0,11.0,B
803_B,B,1000.0,12.0,B
804_W,W,994.0,16.0,W
804_B,B,-6.0,14.0,W
805_W,W,987.0,23.0,W
805_B,B,1.0,7.0,W
806_W,W,2.0,4.0,B
806_B,B,1000.0,6.0,B
807_W,W,-5.0,11.0,B
807_B,B,1001.0,5.0,B
808_W,W,-1.0,13.0,B
808_B,B,990.0,22.0,B
809_W,W,1000.0,8.0,W
809_B,B,3.0,3.0,W
810_W,W,999.0,15.0,W
810_B,B,-2.0,14.0,W
811_W,W,989.0,25.0,W
811_B,B,-1.0,13.0,W
812_W,W,2.0,6.0,B
812_B,B,987.0,21.0,B
813_W,W,980.0,34.0,W
813_B,B,2.0,10.0,W
814_W,W,1001.0,5.0,W
814_B,B,0.0,4.0,W
815_W,W,986.0,26.0,W
815_B,B,-4.0,14.0,W
816_W,W,989.0,25.0,W
816_B,B,-2.0,14.0,W
817_W,W,1005.0,5.0,W
817_B,B,2.0,6.0,W
818_W,W,995.0,17.0,W
818_B,B,-23.0,33.0,W
819_W,W,1003.0,9.0,W
819_B,B,-1.0,11.0,W
820_W,W,998.0,10.0,W
820_B,B,-1.0,7.0,W
821_W,W,1.0,11.0,B
821_B,B,996.0,16.0,B
822_W,W,-1.0,11.0,B
822_B,B,1001.0,9.0,B
823_W,W,983.0,27.0,W
823_B,B,1.0,7.0,W
824_W,W,992.0,16.0,W
824_B,B,1.0,5.0,W
825_W,W,1005.0,7.0,W
825_B,B,-10.0,20.0,W
826_W,W,1003.0,5.0,W
826_B,B,-11.0,17.0,W
827_W,W,995.0,17.0,W
827_B,B,-30.0,40.0,W
828_W,W,-12.0,22.0,B
828_B,B,983.0,27.0,B
829_W,W,-2.0,12.0,B
829_B,B,999.0,11.0,B
830_W,W,1003.0,7.0,W
830_B,B,-15.0,23.0,W
831_W,W,997.0,11.0,W
831_B,B,2.0,4.0,W
832_W,W,2.0,6.0,B
832_B,B,994.0,14.0,B
833_W,W,992.0,20.0,W
833_B,B,-13.0,23.0,W
834_W,W,996.0,16.0,W
834_B,B,3.0,7.0,W
835_W,W,1.0,7.0,B
835_B,B,992.0,16.0,B
836_W,W,1004.0,4.0,W
836_B,B,1.0,5.0,W
837_W,W,1004.0,8.0,W
837_B,B,-12.0,22.0,W
838_W,W,5.0,7.0,B
838_B,B,999.0,13.0,B
839_W,W,1.0,7.0,B
839_B,B,991.0,17.0,B
840_W,W,989.0,27.0,W
840_B,B,-27.0,41.0,W
841_W,W,970.0,42.0,W
841_B,B,-2.0,12.0,W
842_W,W,1000.0,8.0,W
842_B,B,0.0,6.0,W
843_W,W,-998.0,8.0,B
843_B,B,-4.0,12.0,B
844_W,W,1000.0,10.0,W
